code,isMalicious
"static void  G1  (  )    {   int  k ; for  ( k  =  0 ; k < 1 ; k++ )   {  if   ( fwrite  (   ( char * )  "" string ""  ,  sizeof  ( char )  ,  strlen  (  "" string ""  )  ,  stdout )  !=  strlen  (  "" string ""  )  )   {  print Line   (  "" fwrite failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  goto sink ; sink: if   ( fwrite  (   ( char * )  "" string ""  ,  sizeof  ( char )  ,  strlen  (  "" string ""  )  ,  stdout )  !=  strlen  (  "" string ""  )  )   {  print Line   (  "" fwrite failed! ""  )  ;  }  ",Benign Code
"static void  G1  (  )    {  switch  ( 5 )   {  case 6: print Line   (  "" 0 ,  fixed string ""  )  ; break ; default:  {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }  break ;  }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalFive!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( globalFive == 5 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( gloBAL_CONST_FIVE!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( gloBAL_CONST_FIVE == 5 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalReturnsTrueOrFalse  (  )   )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalReturnsFalse  (  )   )   {  / print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalFalse )  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   }  ",Benign Code
"static void  G1  (  )    {  if   ( gloBAL_CONST_FALSE )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void G1  (  )    {  if   ( staticReturnsFalse  (  )   )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  */ char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( staticFive!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( staticFive == 5 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( stATIC_CONST_FIVE!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( stATIC_CONST_FIVE == 5 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( 0 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( 1 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }  ",Benign Code
"static void  G1  (  )    {   int  k ; for  ( k  =  0 ; k < 1 ; k++ )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   }  ",Benign Code
"static void  G1  (  )    {  goto sink ; sink:  {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }  ",Benign Code
"static void  G1  (  )    {  while  ( 1 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }  break ;  }  ",Benign Code
"static void   G1  (  )    {  if   ( 5!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( 5 == 5 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void   G1  (  )    {  if   ( stATIC_CONST_FALSE )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void   G2  (  )    {  if   ( stATIC_CONST_TRUE )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void   G1  (  )    {  if   ( staticFalse )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   }  ",Benign Code
"static void   G2  (  )    {  if   ( staticTrue )    {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; if    ( fread   (   ( char * )  data ,  sizeof   ( char )  ,    ( size_t )    ( 100-1 )  ,  stdin )  !=  100-1 )   {  print Line   (  "" fread failed! ""  )  ;  }   }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   } ",Benign Code
"static void  G1  (  )    {  if   ( 0 )   {  */ print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G2  (  )    {  if   ( 1 )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( 5!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( 5 == 5 )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  goto sink ; sink: if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   } ",Benign Code
"static void  G1  (  )    {   int  k ; for  ( k  =  0 ; k < 1 ; k++ )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  while  ( 1 )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }  break ;  }  ",Benign Code
"static void  G2  (  )    {  switch  ( 6 )   {  case 6: if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }  break ; default: print Line   (  "" 0 ,  fixed string ""  )  ; break ;  }   } ",Benign Code
"static void  G1  (  )    {  switch  ( 5 )   {  case 6: print Line   (  "" 0 ,  fixed string ""  )  ; break ; default: if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }  break ;  }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalFive!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }  ",Benign Code
"static void  G1  (  )    {  if   ( gloBAL_CONST_FIVE!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   }  ",Benign Code
"static void  G1  (  )    {  if   ( globalReturnsTrueOrFalse  (  )   )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalReturnsFalse  (  )   )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   }  ",Benign Code
"static void  G2  (  )    {  if   ( globalReturnsTrue  (  )   )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalFalse )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( globalTrue )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( gloBAL_CONST_TRUE )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }  ",Benign Code
"static void  G1  (  )    {  if   ( gloBAL_CONST_FALSE )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( staticReturnsFalse  (  )   )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( staticReturnsTrue  (  )   )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G1  (  )    {  if   ( stATIC_CONST_FIVE!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G2  (  )    {  if   ( stATIC_CONST_FIVE == 5 )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G1  (  )    {  if   ( stATIC_CONST_FALSE )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G2  (  )    {  if   ( stATIC_CONST_TRUE )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( staticFalse )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( staticTrue )    {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( staticFive!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( staticFive == 5 )   {  if   ( Fts   (  "" string ""  ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   } ",Benign Code
"static void  G1  (  )    {  if   ( 0 )   {   print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G2  (  )    {  if   ( 1 )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( 5!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( 5 == 5 )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  goto sink ; sink: if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   } ",Benign Code
"static void  G1  (  )    {   int  k ; for  ( k  =  0 ; k < 1 ; k++ )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  while  ( 1 )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }  break ;  }  ",Benign Code
"static void  G2  (  )    {  switch  ( 6 )   {  case 6: if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }  break ; default: print Line   (  "" 0 ,  fixed string ""  )  ; break ;  }   } ",Benign Code
"static void  G1  (  )    {  switch  ( 5 )   {  case 6: print Line   (  "" 0 ,  fixed string ""  )  ; break ; default: if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }  break ;  }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalFive!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }  ",Benign Code
"static void  G1  (  )    {  if   ( gloBAL_CONST_FIVE!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   }  ",Benign Code
"static void  G1  (  )    {  if   ( globalReturnsTrueOrFalse  (  )   )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalReturnsFalse  (  )   )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   }  ",Benign Code
"static void  G2  (  )    {  if   ( globalReturnsTrue  (  )   )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( globalFalse )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( globalTrue )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( gloBAL_CONST_TRUE )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }  ",Benign Code
"static void  G1  (  )    {  if   ( gloBAL_CONST_FALSE )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( staticReturnsFalse  (  )   )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( staticReturnsTrue  (  )   )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G1  (  )    {  if   ( stATIC_CONST_FIVE!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G2  (  )    {  if   ( stATIC_CONST_FIVE == 5 )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G1  (  )    {  if   ( stATIC_CONST_FALSE )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void   G2  (  )    {  if   ( stATIC_CONST_TRUE )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( staticFalse )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( staticTrue )    {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( staticFive!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( staticFive == 5 )   {  if   ( Ftc   (   (  int  ) 'A' ,  stdout )   ==  EOF  {  print Line   (  "" fprintf failed! ""  )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {   int  k ; for  ( k  =  0 ; k < 1 ; k++ )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }   } ",Benign Code
"static void  G1  (  )    {  goto sink ; sink:  {  / char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }   } ",Benign Code
"static void   G1  (  )    {  while  ( 1 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }  break ;  }   } ",Benign Code
"static void  G1  (  )    {  if   ( 0 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( 1 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }   }   } ",Benign Code
"static void  G1  (  )    {  if   ( 5!= 5 )   {  print Line   (  "" 0 ,  fixed string ""  )  ;  }  else  {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }   }   } ",Benign Code
"static void  G2  (  )    {  if   ( 5 == 5 )   {   {  char dataBuffer  [ 100 ]    =   ""  ""  ; char * data  =  dataBuffer ; print Line   (  "" Please enter a string:  ""  )  ; if   ( fgets  ( data ,  100 ,  stdin )   ==  NULL )   {  print Line   (  "" fgets failed! ""  )  ; exit  ( 1 )  ;  }  print Line  ( data )  ;  }   }   } ",Benign Code
